ID,Name,Latitude,Longitude,Average_Rating,Number_User_Ratings,Address
ChIJRc9btZm6j4ARcz-KkSfJRvE,FF Palo Alto Laboratory Inc,37.4063163,-122.1510058,4.5,6,"3174 Porter Dr, Palo Alto"
ChIJp2UYiWKAhYARxmmz2PX4gD0,TIBCO Loyalty Lab,37.4078259,-122.1453317,3,8,"3303 Hillview Ave, Palo Alto"
ChIJQ-g5ZJa6j4ARhN7vvcX3OCI,TIBCO Software Inc.,37.4078722,-122.1438485,4.4,94,"3307 Hillview Ave, Palo Alto"
ChIJJ2D3KZ2wj4ARQKLN6_zB4Xc,"VeloCloud, now part of VMware",37.4020002,-122.1447936,4.9,8,"3401 Hillview Ave, Palo Alto"
ChIJnyX4Z5mwj4ARiwRnUdeZfy8,Lark Technologies,37.401217,-122.111234,4.3,11,"2570 W El Camino Real #100, Mountain View"
ChIJ-4NcRQexj4ARxjrk1Dk4NOE,Sysvine Technologies Inc,37.403337,-122.1015929,5,1,"2254 Mora Pl, Mountain View"
ChIJ0VHKlZiwj4ARBmTW4_RrwYc,Everflow,37.4020375,-122.1076114,1,1,"530 Showers Dr, Mountain View"
ChIJwbXeAcXJj4ARkgO96hFfEwc,"PFLB, Inc.",37.4059871,-122.1098459,5,2,"2590 California St Apt #1244, Mountain View"
ChIJR9h-uDK3j4ARN9Meaj6bQNI,TOTVS Labs,37.4043658,-122.0770733,4.8,16,"717 N Shoreline Blvd, Mountain View"
ChIJpyQMX-m3j4ARd4s2XOfMYWg,"ChainScale, Inc.",37.406904,-122.0775969,5,1,"883 N Shoreline Blvd STE D210, Mountain View"
ChIJPQAlwhO3j4AR44gQoMk2jU8,Wipro Technologies,37.4010074,-122.0539882,4.3,79,"425 National Ave # 200, Mountain View"
ChIJSdXaO2u3j4ARAyXsfcvHnmk,Locus Technologies,37.4051621,-122.0570173,5,4,"299 Fairchild Dr, Mountain View"
ChIJk3g2CBO3j4ARKB7HFI2Ana8,CloudFounders Inc,37.4032934,-122.0533196,1,2,"645 National Ave, Mountain View"
ChIJxwZAdwO6j4ARVZ1t_gmlWf4,"Zettaset, Inc.",37.4027733,-122.0524038,2.5,2,"465 Fairchild Dr #234, Mountain View"
ChIJIVH_yBO3j4ARpfWV_b6DiAg,DiDi Labs,37.4015244,-122.0531041,4.1,21,"450 National Ave, Mountain View"
ChIJC7nGXJPzj4ARmznFBJNYGGk,SearchUnify,37.3973562,-122.0583082,5,6,"340 E Middlefield Rd, Mountain View"
ChIJgyk2ntOwj4AR56Ygiq8oizI,Skuchain,37.3972191,-122.0583091,1,1,"340 E Middlefield Rd, Mountain View"
ChIJYYmSwRC3j4ARHE28RHN7utg,Norton,37.3970334,-122.0537985,1.2,10,"350 Ellis St, Mountain View"
ChIJh0_9EA-3j4ARoAJ0MHPDA0M,Hawk Ridge Systems,37.3997562,-122.0457894,4.5,2,"575 Clyde Ave Ste. 420, Mountain View"
ChIJb-Ef7Ae3j4ARkn-hQqPeIWI,Zeitro,37.3973562,-122.0583082,4.3,12,"340 E Middlefield Rd, Mountain View"
ChIJraraIFddOToRkb95Xzkn2HU,Malibu IT Labs,37.4089292,-122.0184534,4.6,14,"1250 Borregas Ave, Sunnyvale"
ChIJdz9Wl5i8j4ARnm7cLws-WEI,Evergent Technologies,37.4088639,-122.0184741,3.7,3,"1250 Borregas Ave, Sunnyvale"
ChIJe62F1T62j4ARaHjW3Nk81KA,CloudIO Inc,37.4049427,-121.9876385,5,1,"1248 Reamwood Ave, Sunnyvale"
ChIJedEuYNPJj4ARz8zC-Ru5BN0,Xoriant,37.4046908,-121.9873472,3.4,15,"1248 Reamwood Ave, Sunnyvale"
ChIJn5srEtHJj4ARzbaPn1a6tKs,Ebsavvy,37.4003882,-121.9858917,5,1,"4800 Patrick Henry Dr, Santa Clara"
ChIJ47O-PV_Gj4AR38w9edZjwso,"Sensitel, Inc",37.4004568,-121.9855506,3,2,"4800 Patrick Henry Dr #320, Santa Clara"
ChIJZwA40c3Jj4ARWVWuWwTaZzY,Software AG USA,37.4041708,-121.9795863,5,1,"2901 Tasman Dr #219, Santa Clara"
ChIJR1KgmiHKj4AR3TrEY4rCgFo,SAI Technology Inc,37.4063062,-121.9764933,2,3,"5201 Great America Pkwy #432, Santa Clara"
ChIJrcg3b8zJj4ARChj7FsbPsEk,IMAYL INC. (Mailroom Package Tracking Software),37.406199,-121.976779,5,1,"5201 Great America Pkwy #300, Santa Clara"
ChIJjZlM1Mntj4ARKm53OImqNPM,Fyresite - Website Design & Mobile App Development,37.4060377,-121.9768259,5,10,"5201 Great America Pkwy #320, Santa Clara"
ChIJxayhktLJj4ARX8am3BcUOLY,Tata Consultancy Services,37.406356,-121.9769972,4.3,57,"5201 Great America Pkwy #522, Santa Clara"
ChIJJ9NS-c7Jj4ARqQWKOr9QYY0,Citrix,37.4020621,-121.9784405,4.7,40,"4988 Great America Pkwy, Santa Clara"
ChIJuyle0Ty2j4ARTjfT1LehicQ,"Avi Networks, Inc",37.4049686,-121.9797219,4.9,13,"5155 Old Ironsides Dr #100, Santa Clara"
ChIJ8Uo32JrJj4ARiQ3PITOHRts,Jile - Product Management Software,37.4063062,-121.9764933,5,2,"5201 Great America Pkwy #522, Santa Clara"
ChIJ9ZWNb8zJj4ARMD982xSmJjo,Tech Firefly (TFF),37.406475,-121.9770128,4.4,22,"5201 Great America Pkwy #340, Santa Clara"
ChIJOd7jnpPJj4AR9-g8I7IwymM,WinWire Technologies Inc.,37.4063062,-121.9764933,4.5,2,"5201 Great America Pkwy #259, Santa Clara"
ChIJq6pqysXJj4AR-nKs7rrrfNQ,"Aviatrix Systems, Inc",37.4039747,-121.9794623,4,5,"2901 Tasman Dr #109, Santa Clara"
ChIJA4MSd8XJj4AR-xiCDBhXEto,Jamcracker Inc,37.398376,-121.978815,4,1,"4677 Old Ironsides Dr #450, Santa Clara"
ChIJq6p6d8XJj4AR3mgUfcXEf-8,Nimbella,37.3984213,-121.9788142,5,2,"4677 Old Ironsides Dr, Santa Clara"
ChIJ2dKRbdDJj4AR2IXS4aLn61I,Vyakar,37.3984108,-121.9830904,5,1,"4701 Patrick Henry Drive Building 25, Santa Clara"
ChIJiUa80zDMj4ARASAtPQ0B9nM,HyScaler,37.4063001,-121.976505,4.7,12,"5201 Great America Pkwy Suite 320, Santa Clara"
ChIJA4MSd8XJj4AR3EJWrUXIpuE,Beechwood Computing Ltd,37.398376,-121.978815,3,2,"Parking, lot 4677 Old Ironsides Dr #250, Santa Clara"
ChIJD8C07_LJj4ARSrfmSx73-rM,"Avatar Integrated Systems, Inc.",37.4089927,-121.962122,3.5,2,"2111 Tasman Dr #1251, Santa Clara"
ChIJYya0YovJj4ARLu4T6JhGx8Q,ioTium,37.387926,-121.9710869,5,6,"3900 Freedom Cir, Santa Clara"
ChIJ-bsTHN7Lj4ARDqDlHoUTUCc,F5 Networks Inc,37.4050962,-121.9427551,4.6,56,"3545 N First St, San Jose"
ChIJdcVN9yPKj4ARBr8vBC7In74,Sicher Global Solutions Inc,37.4058656,-121.9190223,4.3,21,"1551 McCarthy Blvd STE 103, Milpitas"
ChIJBcVPo0DJj4ARHtV6Dy81JrE,Simplion Technologies Inc,37.4065846,-121.9199806,5,1,"1525 McCarthy Blvd #228, Milpitas"
ChIJd3u7fWHJj4ARPMZou54GiC4,"Ziontech Solutions, Inc",37.4054985,-121.9191861,5,1,"1551 McCarthy Blvd STE 112, Milpitas"
ChIJ63wknZ3Jj4ARCBgBHmjIoIU,Rysun Labs Inc,37.4064661,-121.9200217,3.7,3,"1525 McCarthy Blvd STE 212, Milpitas"
ChIJOZOnQhS3j4ARxMNZ9Yj5HI8,"Altiux Innovations, Inc",37.4057991,-121.918986,5,1,"1551 McCarthy Blvd STE 117, Milpitas"
ChIJ2wP6A7u3j4ARQUIjEYIA3cU,KeyPoint Technologies US Inc.,37.4055094,-121.9194458,5,1,"1551 McCarthy Blvd STE 117, Milpitas"
ChIJmarevEDJj4ARRoPnfTV5mgU,Decision Minds,37.4064645,-121.9200885,4,4,"1525 McCarthy Blvd Suite 224, Milpitas"
ChIJEW21IC7Jj4ARWFw_KZFdlwg,"Success4, Inc.",37.4064661,-121.9200217,5,2,"1525 McCarthy Blvd Suite 224, Milpitas"
ChIJCRINPkXJj4ARryFpn8yMqVg,Anuta Networks International LLC,37.4002993,-121.9148968,5,1,"1525 McCarthy Blvd STE 212, Milpitas"
ChIJ1RXe2yXGj4ARxQyzHWzSrjY,meShare Inc.,37.3991437,-121.9129409,3.6,9,"1900 McCarthy Blvd, Milpitas"
ChIJwd2hokDJj4ARGGzZzXBtx8o,GroundHog Apps,37.4064661,-121.9200217,5,11,"1525 McCarthy Blvd #1133, Milpitas"
ChIJO3aV6uG0j4ARFfxlOKv8LQI,Inovaare Corporation,37.4064661,-121.9200217,5,3,"1525 McCarthy Blvd Suite 1005, Milpitas"
ChIJ__8vJ73Mj4ARcelrtFqVsG8,Amiseq Inc.,37.4058503,-121.9190593,1,3,"1551 McCarthy Blvd STE 215, Milpitas"
ChIJAfT6vkzJj4ARH0IG92KrjjA,Global Edge Software Inc,37.406519,-121.9040119,3.6,8,"1635 S Main St, Milpitas"
ChIJ1RN9vUzJj4ARxXcBGVJ_TS8,IQVIS - Software Development Company,37.4060909,-121.904009,3.7,3,"1647 S Main St STE 200, Milpitas"
ChIJF93pYzzKj4ARyeIDZ1jIx3Y,Astics Inc,37.4068855,-121.9031388,5,11,"1605a S Main St, Milpitas"
ChIJ47uCwEzJj4ARzoRijqjpdMQ,Fraank Systems,37.406789,-121.9036446,3.7,3,"1613 S Main St #104, Milpitas"
ChIJKYLTvEzJj4ARXN1iBuZ_P4o,Intelikore,37.4060909,-121.904009,4.7,6,"1645 S Main St STE 200, Milpitas"
ChIJL3R1banNj4ARjLx_QUPu-L4,Teksun Inc - IoT | Artificial Intelligence | Electronics Product Development Company | Electronics Manufacturing | USA,37.4065251,-121.9034687,5,13,"1607 S Main St, Milpitas"
ChIJf3_Q_ZS6j4ARNeUJ8VNXFkw,"HP Inc, Building 2",37.4127778,-122.1489251,2.5,4,"Building 4, 1501 Page Mill Rd, Palo Alto"
ChIJ6VE1XGS6j4ARaQ7ZzUcztLE,ZenMaid Software,37.4162144,-122.1219064,4.4,27,"4119 Park Blvd, Palo Alto"
ChIJq3YulLG7j4ARmgULnPzcemA,Faclon Labs US,37.4104425,-122.110337,5,1,"126 Ferne Ave, Palo Alto"
ChIJ5UukM5vYNSoR-4vJ1ThpX3o,Kalibroida Technology Solutions,37.4142148,-122.0993416,5,4,"2483 Old Middlefield Way C, Mountain View"
ChIJG1aUCmXJj4ARbOGMKr_mW54,Qeexo,37.4140977,-122.0989233,4.7,9,"2483 Old Middlefield Way #150, Mountain View"
ChIJWwBenAC6j4AR-7DgFPz2lvY,"AgilePoint, Inc.",37.4144836,-122.0877504,4.3,10,"1916 Old Middlefield Way, Mountain View"
ChIJb-1ljQC6j4AR5PMiJ3HACjk,aiMotive,37.4154734,-122.0872192,5,5,"1907 Colony St, Mountain View"
ChIJ_1z4ZKqwj4ARsZucrJfyJ40,EdCast Inc.,37.4133403,-122.0868971,4.1,12,"1901 Old Middlefield Way #21, Mountain View"
ChIJN2XsHNS3j4ARBKpCg_tVKOo,"Moveworks, Inc.",37.4093449,-122.0806646,5,39,"1277 Terra Bella Ave, Mountain View"
ChIJu30iRBS3j4AR1eVx12SSVH0,Nuro,37.4102334,-122.0811272,4.1,49,"1300 Terra Bella Ave #200, Mountain View"
ChIJ2zHdMlC3j4ARrfNp4HzSaUs,Vision6,37.4086524,-122.0748098,3,1,"1045 Linda Vista Ave, Mountain View"
ChIJo8zzDk63j4ARdHcNeCDO6VA,DataVisor,37.4078122,-122.0776745,4,8,"967 N Shoreline Blvd, Mountain View"
ChIJM_Ph-0K3j4ARIh7BZZboIqk,Verdigris Technologies,37.4120297,-122.0592551,5,1,"19 NASA Ames Research Center Boundary #1077, Mountain View"
ChIJfzJ6AGy3j4ARkVtL7-hsafQ,X2AI,37.4094909,-122.055386,5,1,"Moffett Field, 556 Edquiba Rd, Mountain View"
ChIJA4KxDqm3j4ARycIRr2ReHNU,Real Intent Inc,37.4007519,-122.0278832,5,4,"932 Hamlin Ct, Sunnyvale"
ChIJm9sAjezJj4ARBTWyU5M1TMI,JFrog,37.4157591,-122.013644,4.3,37,"270 E Caribbean Dr, Sunnyvale"
ChIJT6F15be3j4ARSyqkULhUJg8,Real-Time Innovations (RTI),37.4107719,-122.01604,4.7,18,"232 E Java Dr, Sunnyvale"
ChIJRat81RC3j4ARmHpMC3CxI-k,Sonatus,37.4087087,-122.013966,5,1,"330 Gibraltar Dr, Sunnyvale"
ChIJO03sp8e3j4AR7V71P15HJ1U,Matterport,37.4103151,-122.0133021,3.2,49,"352 E Java Dr, Sunnyvale"
ChIJa8KDAn_Jj4AROf1SCSei6us,Alan AI,37.4094731,-121.9874411,5,2,"1290 Reamwood Ave # B, Sunnyvale"
ChIJ-WwuQAbJj4AR5shxl7WcTKM,BMC Software,37.4151143,-121.9765527,4.1,22,"2755 Great America Way #401-501, Santa Clara"
ChIJZ61nX_-2j4ARBFMf02iJtjY,HCL America Inc.,37.4153202,-121.9744159,3.5,64,"2755 Great America Way, Santa Clara"
ChIJpw5zRTHIj4ARIZwL9Q8FudM,Bahwan Cybertek Inc. Suite 101,37.4147236,-121.9763457,4.5,8,"2755 Great America Way #101, Santa Clara"
ChIJZ912RTHIj4ARIQgupX1FP2U,CloudSimple,37.4149148,-121.9763434,5,5,"2755 Great America Way #101, Santa Clara"
ChIJ311ubtDJj4ARkx-ZT4nn45Q,Cube26,37.3984108,-121.9830903,5,1,"4701 Patrick Henry Dr #8, Santa Clara"
ChIJu8Vyu0rKj4ARSL883Ycs2ho,Dropthought Inc,37.4147138,-121.9763445,5,14,"2755 Great America Way, Santa Clara"
ChIJFVBscs3Jj4ARiTWZt4u9_Xo,Versa Networks,37.4147388,-121.9736259,4.5,19,"2550 Great America Way #350, Santa Clara"
ChIJ29SRomfJj4ARylmtXG4Ujeg,Celestial AI,37.4048509,-121.9810373,5,1,"2962 Bunker Hill Ln #200, Santa Clara"
ChIJT6F15be3j4ARUMGQO2va6c4,Digital Guardian,37.409487,-121.96175,4,1,"2101 Tasman Dr #210, Santa Clara"
ChIJJ0M_-ZLLj4ARQhotOpdzsug,Quantum Secure,37.409134,-121.9440149,4.1,15,"3590 N First St, San Jose"
ChIJERpQ0rPJj4ARi_45BekJmhU,ColorTokens,37.4090664,-121.943866,4.6,5,"3590 N First St Suite 320, San Jose"
ChIJKe8osxO3j4ARlcajjeFuAG4,Sentieon Inc,37.4104899,-121.9398607,5,2,"160 E Tasman Dr #208, San Jose"
ChIJdRIHkAjJj4ARhP00zsLuduQ,GainSpan,37.4093086,-121.944013,4,2,"3590 N First St # 300, San Jose"
ChIJ0fBnYT7Jj4AR9vRm0mMSu8c,Array Networks Inc,37.410373,-121.921961,4.8,6,"1371 McCarthy Blvd, Milpitas"
ChIJW4DFv_rJj4ARlGYqjHf8--s,Virtusa,37.4112685,-121.9188836,5,1,"888 Tasman Dr Suite 210, Milpitas"
ChIJK4j6cOS1j4ARNCfkK2CreaA,Ridecell Inc - Milpitas office,37.4126169,-121.9131991,5,8,"1189 Barber Ln, Milpitas"
ChIJXQ2k4NW3j4ARl35qmvxzYFk,"Barco, Inc.",37.4096145,-121.921559,3,1,"1421 McCarthy Blvd, Milpitas"
ChIJZ9TnQDvJj4ARMwvsR8v6zV0,Cisco Webex,37.4167279,-121.9173546,4.5,113,"771 Alder Dr, Milpitas"
ChIJOR3BczPJj4AR1jN1OLkdHFM,Zonic Digital,37.4167338,-121.9033801,5,7,"1001 S Main St, Milpitas"
ChIJ208RdE7Jj4ARLqWh9dBOJZ0,vSource Software Solutions,37.4137998,-121.8849983,3,1,"995 Montague Expy, Milpitas"
ChIJhwNoIZTOj4AR82id3zrfkqE,Appsroi Inc,37.4174777,-121.8725489,5,1,"1765 Landess Ave # 121, Milpitas"
ChIJsew4quCkj4ARLMmooRdqnGg,SPEEDILICIOUS LLC,37.4238746,-122.1974261,1,1,"325 Sharon Park Dr, Menlo Park"
ChIJVVVVVcKej4AR2wcuJioBfaw,OpenText,37.4226432,-122.2039585,5,3,Menlo Park
ChIJE-5rDOSkj4AR3m5b-Lwe5zM,Leia Inc,37.4226432,-122.2039585,4.9,8,"2440 Sand Hill Rd Suite 100, Menlo Park"
ChIJIdUMe6-kj4ARJ1uvbobYDAs,"Yiftee, Keep Local Dollars Local",37.4233487,-122.1969534,4.5,79,"325 Sharon Park Dr Suite 215, Menlo Park"
ChIJ_____7Okj4ARyImWFA2VP8A,Menlo Park Apps,37.425171,-122.198437,4,1,"350 Sharon Park Dr, Menlo Park"
ChIJRahyo9e7j4ARB0wAU-9J31o,Strivr,37.4211748,-122.1480823,4.5,4,"Google Building 975, 975 California Ave, Palo Alto"
ChIJgUT-NeS6j4ARLT_o1culWFs,Vera,37.4223204,-122.1460181,4.6,5,"777 California Ave, Palo Alto"
ChIJl3t-H4y7j4AR5Ub4rHpkAd8,CodeMonkey Studios Inc,37.4245947,-122.1470621,4.3,7,"2345 Yale St, Palo Alto"
ChIJOTPg_uW6j4ARHBd3BJ9rds4,Infoworks.io,37.425493,-122.145964,5,2,"490 California Ave Suite 200, Palo Alto"
ChIJ2zWRmJPJj4ARxi3roZBlMgE,"MERA Software Services, Inc.",37.4213127,-122.1415652,4,1,"3000 El Camino Real Building 4, Suite 200, Palo Alto"
ChIJc10P5ca7j4ARIE8vPUK0794,Web3 Pro,37.4213129,-122.1415651,5,5,"3000 El Camino Real Bldg 4, Ste 200, Palo Alto"
ChIJldZ7Q_G6j4ARV4YWECnSRwg,Intapp Inc,37.4250889,-122.1365379,4.7,15,"3101 Park Blvd, Palo Alto"
ChIJF0ml0OW6j4ARcMiTj32DCCA,Orbital Insight,37.4213127,-122.1415652,4.3,12,"3000 El Camino Real bldg 2 floor 4, Palo Alto"
ChIJkwiup-G7j4ARepCjOqkuej4,BJIT Corp,37.4254204,-122.1440113,5,4,"445 Sherman Ave #250, Palo Alto"
ChIJVZZ4v2S7j4ARVezVKydwC3E,Uniphore,37.4170499,-122.1451331,3.7,3,"1001, 100-B Page Mill Rd Building 4, Suite, Palo Alto"
ChIJNzhBmo-7j4ARq7zF_DrYCsg,Simplicant,37.4200303,-122.1455539,5,2,"950 Page Mill Rd, Palo Alto"
ChIJL-OeBuy6j4AR46lNUEmKn7o,ScoreData Corporation,37.4200996,-122.1458968,5,1,"950 Page Mill Rd, Palo Alto"
ChIJ1zNgWqujj4ARzohs4yKVFJw,Fracta,37.4253821,-122.14588,2,2,"490 California Ave #310, Palo Alto"
ChIJY0gqmX-7j4ARjDvDpLpiHjs,TuringDevs LLC. | FullStack Development,37.4190434,-122.1310698,5,3,"380 Curtner Ave APT 24, Palo Alto"
ChIJC4AWqvS6j4ARnFlQA-aHnAI,"Wildfire Interactive, Inc.",37.4195158,-122.134795,5,1,"3485 El Camino Real, Palo Alto"
ChIJpcHZPmi6j4AROIYHDcy6pcU,PipeCandy,37.4237628,-122.1160983,5,1,"641 E Meadow Dr, Palo Alto"
ChIJHz4XFiW7j4ARx0wC_fp_KYo,Gigya,37.4214032,-122.0984934,4.3,7,"2513 Charleston Rd, Mountain View"
ChIJfSc6edW7j4ARP8N0A6ShfuM,LeetCode,37.4242047,-122.0988782,3.9,9,"953 Industrial Ave, Palo Alto"
ChIJBSIwzLzMj4ARhFf3AeTTmHs,"1World Online, Inc.",37.4242346,-122.0996483,3,1,"974 Commercial St #103, Palo Alto"
ChIJ2zgbsRa6j4AR6MjvahtlQGg,InApp,37.4252811,-122.0999886,5,2,"999 Commercial St #210, Palo Alto"
ChIJVyCWTBK6j4ARcQsMSTlt_rM,Mercury,37.421607,-122.1026221,5,1,"870 E Charleston Rd #210, Palo Alto"
ChIJOSicqo-7j4ARaNdNNleqcUk,"HireTeamMate, Inc.dba Hiretual",37.4210466,-122.098588,5,1,"2513 E Charleston Rd #200, Mountain View"
ChIJBa9S5FG3j4ARaJY1azG3R-s,H2O.ai,37.4182932,-122.0956172,4.7,19,"2307 Leghorn St, Mountain View"
ChIJ95YWzhG6j4AR7IefrI5L61M,hireEZ,37.4210466,-122.098588,3.9,11,"2513 E Charleston Rd #200, Mountain View"
ChIJfTUzxX-F54gRQbkH5E4QhD8,Alphabet Inc.,37.4223878,-122.0841877,4.3,25,"1600 Amphitheatre Pkwy, Mountain View"
ChIJNRPNcvG5j4ARldOZCJP04FY,Google 1616 N Shoreline,37.416985,-122.0785509,5,1,"1616 N Shoreline Blvd, Mountain View"
ChIJO3c6I1O3j4ARYmMeFlmtfgY,Egnyte,37.4091609,-122.0828018,4.4,14,"1350 W Middlefield Rd, Mountain View"
ChIJE2hbO9a5j4AR3aZm8vu-DLo,Google 1245 Charleston,37.4202035,-122.0742621,5,1,"1245 Charleston Rd, Mountain View"
ChIJGzlpKj-2j4AR7opSOdCPNzE,"AppZen, Inc.",37.418032,-121.979189,3.9,8,"6201 America Center Dr #300, San Jose"
ChIJEyUrbszJj4ARtasOVqA5A0s,Object Technology Solutions,37.4064624,-121.9768211,5,1,"5201 Great America Pkwy, Santa Clara"
ChIJ4wM6OBjJj4ARqhKLQy7Fsik,Dell Technologies,37.4124126,-121.9768159,4.5,30,"5455 Great America Pkwy, Santa Clara"
ChIJ9Sa7k627j4ARhuZffuQ8r8M,MetricStream Inc.,37.4181378,-121.9792749,4.9,8,"6201 America Center Dr, Sunnyvale"
ChIJUx7TN_C6j4ARxyfeiSQSOHI,Cloudera,37.4133064,-121.9783895,4.7,77,"5470 Great America Pkwy, Santa Clara"
ChIJ1UJ9y-TJj4AR1s0LuN91D-w,"Volterra, Inc.",37.4147388,-121.9736259,5,1,"2550 Great America Way #350, Santa Clara"
ChIJ5QSRKujJj4ARvXxLBNzXukE,McAfee,37.4185226,-121.9784034,3.6,109,"6220 America Center Dr, San Jose"
ChIJ2Y6ztjPIj4AR1GoON7d6z5g,Dell,37.4122311,-121.9781114,3.9,95,"5450 Great America Pkwy, Santa Clara"
ChIJ_4kALWnJj4AR0AoPdJEzF_8,RIU Solutions,37.4063001,-121.976505,5,3,"5201 Great America Pkwy Suite 320, Santa Clara"
ChIJaUSWh8e3j4AR820h93Ls0Xc,"Hillstone Networks Co., Ltd.",37.4061892,-121.9766451,5,4,"5201 Great America Pkwy #420, Santa Clara"
ChIJyWfqduzJj4ARlZsevRQt4jE,CDK Global,37.4184714,-121.9483895,4,10,"250 Holger Way, San Jose"
ChIJWal0gA_Jj4ARaglDf-sNhoA,NETSCOUT Systems Inc.,37.4109687,-121.9385452,4.4,16,"Parking lot, 178 E Tasman Dr, San Jose"
ChIJH0gtVhHJj4ARA-A7R2uJPQ0,Cisco Systems Building 12,37.4118194,-121.9292111,4.6,590,"400 E Tasman Dr, San Jose"
ChIJ_fM1kSrPj4ARuUS3wWD-e1w,Softlabs Group Inc.,37.4189339,-121.9012056,5,1,"855 Spirit Walk, Milpitas"
ChIJ378CSrnOj4ARpQJwVqcclfc,iDentalSoft,37.4245258,-121.9060159,4.8,5,"16 Corning Ave #140, Milpitas"
ChIJobXfEbTOj4ARb4YLHH4YF1w,CaseFox,37.4245219,-121.9059758,5,7,"16 Corning Ave #136, Milpitas"
ChIJI9NLEvnPj4AR-QpOktODqPM,Spintly Inc - Smart Cloud-based Access Control System,37.4210376,-121.8932844,5,14,"691 S Milpitas Blvd Suite 217, Milpitas"
ChIJ6zhGU0yej4ARPyfJrtstlHA,Clarizen,37.4210376,-121.8932844,4.9,7,"691 S Milpitas Blvd, Milpitas"
ChIJGW_Y1y3Pj4ARZ9AorC7twRA,Forsysinc,37.4211006,-121.8933231,4,1,"Forsysinc, 691 S Milpitas Blvd #203, Milpitas"
ChIJD6RcjMPOj4ARMMWvM_Qau0w,Gadgeon Systems INC - End To End IoT Solutions Development Company,37.4239917,-121.8842472,5,1,"881 Yosemite Way, Milpitas"
ChIJfdu-S0e1j4ARxEa-HyNsYxE,Purplegrids Inc.,37.4210376,-121.8932844,5,1,"691 S Milpitas Blvd Suite 217, Milpitas"
ChIJV6SVMz3Pj4AR5VUipbKVxy4,Floatbot - Voicebot and Chatbot Development Company,37.4210875,-121.8932831,5,1,"691 S Milpitas Blvd Suite 217, Milpitas"
ChIJq6oukIvOj4ARjYL3m2vySi4,Kasa Infotech,37.4217566,-121.8612764,5,1,"3398 Landess Ave, San Jose"
ChIJdzjdNua6j4ARrwRF5He6VZI,Live Gamer Inc,37.4254294,-122.1483931,5,1,"580 College Ave # 2, Palo Alto"
ChIJ6bndMZC7j4ARsvCCAXMVH1w,Smart IT Concepts,37.4306424,-122.1392439,5,3,"2350 Ramona St #4131, Palo Alto"
ChIJ4cY9puW6j4ARwPqJAiu6cWM,Tableau,37.427828,-122.1438161,4.8,27,"260 California Ave STE 300, Palo Alto"
ChIJAbFtLwsBw4kRfD5haGVdI7A,Sitetracker,37.4279801,-122.1412519,5,7,"150 Grant Ave, Palo Alto"
ChIJ5X5NFrtw44kRX6fi33FID5U,"MotiveMetrics, Inc.",37.4255421,-122.1436908,5,3,"425 Sherman Ave #110, Palo Alto"
ChIJ7ZIpL1a6j4ARilYchqPs_9I,Immunet Corporation,37.4336166,-122.1286247,1,1,"2741 Middlefield Rd, Palo Alto"
ChIJh7oCBq67j4ARKPRMxvtmeV0,"Espresa, Inc.",37.4341028,-122.1296362,3.7,6,"2625 Middlefield Rd Suite 486, Palo Alto"
ChIJ7ZIpL1a6j4ARP1m3W_KZYZ8,"ServiceRocket, Inc.",37.4333756,-122.1289729,5,5,"2741 Middlefield Rd #200, Palo Alto"
ChIJq7zY--W6j4ARJ8vJkL8E5j0,Simplee,37.425743,-122.145783,3.3,3,"480 California Ave STE 301, Palo Alto"
ChIJF4mvdAK7j4ARYMr7XjgY65M,"Xage Security, Inc.",37.4253774,-122.1438017,5,1,"445 Sherman Ave Suite 200, Palo Alto"
ChIJ__8rUuS6j4ARquGJpAEILo0,"Bevy Labs, Inc.",37.4286347,-122.1439348,5,1,"265 Cambridge Ave #60608, Palo Alto"
ChIJ06V-mEe7j4ARITYZ0q6W9Bg,Meetly,37.4307318,-122.1232916,5,3,"747 Layne Ct, Palo Alto"
ChIJiTb9H2y7j4ARKEQGxLIFl2M,Closeloop Technologies,37.4291037,-122.09977,5,4,"2672 Bayshore Pkwy #532, Mountain View"
ChIJo_FP-D26j4ARpBVs2GQN6L4,Encora Inc,37.4297281,-122.1001967,5,2,"2680 Bayshore Pkwy #416, Mountain View"
ChIJv7oCBq67j4ART_rr5_IGEPc,AISERA,37.4310525,-122.1014095,4,28,"1121 San Antonio Rd c202, Palo Alto"
ChIJQdfJWke6j4ARtXiH94AXDvI,"Naehas, Inc.",37.4329006,-122.1070437,4,2,"3600 W Bayshore Rd Suite 101, Palo Alto"
ChIJW9VWHT-6j4ARlV7c5w7NB0s,OpsHub,37.4315549,-122.1035842,3,1,"1000 Elwell Ct #101, Palo Alto"
ChIJ6_Y1Fpiwj4ARr_GF28Wu5nY,Nod Inc (aka Nod.ai),37.4310253,-122.1012304,5,3,"1121 San Antonio Rd Ste A200, Palo Alto"
ChIJNwF7dj26j4ARaBKDHZAEQOE,Intuit Inc. - Building 7 Suite #11.,37.4306346,-122.0960826,3.3,155,"Intuit Building 7, 2700 Coast Ave #11, Mountain View"
ChIJZ1rKyQ26j4AROAtTVRc8VXU,"JustVisual, Inc.",37.4310404,-122.1011113,1,5,"1121 San Antonio Rd, Palo Alto"
ChIJ_aK4Pxe6j4AR9a8uny3iXWY,Intuit Inc. - Building 1,37.4270147,-122.0966422,2.3,9,"2535 Garcia Ave, Mountain View"
